,event,logIndex,transactionIndex,address,blockNumber,sender,to,shares,amount0,amount1
0,Deposit,208,41,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,39589655,0x11111D16485aa71D2f2BfFBD294DCACbaE79c1d4,0x11111D16485aa71D2f2BfFBD294DCACbaE79c1d4,83144501529741,100000000000000000,0
1,Deposit,168,35,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,39596382,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,3528522544192902924,4260000000000000000000,0
2,Deposit,180,53,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,39786283,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,2224843140209063974,2699806947565568950867,0
3,Deposit,327,33,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,39786518,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,587563748211986018,712982825072093893541,0
4,Deposit,550,81,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,39787107,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,419957338117105260,509577323398956847776,0
5,Deposit,280,55,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,39866964,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,82278810959219464,99998742260736756774,0
6,Deposit,474,36,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40308875,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,68531441050545827083,84370000000000000000000,0
7,Deposit,145,37,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40574178,0x65f0DB365664733F0A83DD9FE5e6f4e0218cb58C,0x65f0DB365664733F0A83DD9FE5e6f4e0218cb58C,11686382449638741476,14600000000000000000000,0
8,Deposit,321,65,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40651794,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,1589800818407186960,2000000000000000000000,0
9,Deposit,446,95,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40689761,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,27074992529462831789,34000000000000000000000,0
10,Deposit,489,126,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40721888,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,21082315347824109501,26500000000000000000000,0
11,Deposit,189,47,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40722351,0xed8B77906F8070C19d955D807973aCb3535Df736,0xed8B77906F8070C19d955D807973aCb3535Df736,23542292695733580931,29625163752210074058162,0
12,Deposit,235,44,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40791756,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,7111673613675866401,8951370595442433766545,0
13,Deposit,197,42,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,40953510,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,1581705701487307035,2000000000000000000000,0
14,Deposit,179,40,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41027954,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,31639453519284720650,39993912076424754054622,0
15,Deposit,973,70,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41028922,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,15823870770031783537,19999601275251592434805,0
16,Deposit,533,115,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41098817,0xBA6ABB73364D6a6372307653d50771f29CEBDbeD,0xBA6ABB73364D6a6372307653d50771f29CEBDbeD,7904677650198790,10000000000000000000,0
17,Deposit,270,64,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41168629,0xeE71B42D5B65E0d1d43dd50F96CD3Fca0602Df38,0xeE71B42D5B65E0d1d43dd50F96CD3Fca0602Df38,39482750586258892,50000000000000000000,0
18,Deposit,243,58,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41168649,0x0980274443d931c9b5955Ca32b4232f89f26c7cB,0x0980274443d931c9b5955Ca32b4232f89f26c7cB,39482744899114389,50000000000000000000,0
19,Deposit,472,101,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41226210,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,19861834290791060593,25199691262463239952665,0
20,Deposit,203,44,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41414789,0x5b9Ba1bf76EC0ecf56AF70e918C95debb1811FA9,0x5b9Ba1bf76EC0ecf56AF70e918C95debb1811FA9,1800223726487387221,2284997370511732361933,0
21,Deposit,118,28,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41420622,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,39343847936941926503,50000000000000000000000,0
22,Deposit,247,51,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41503710,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,4701113088565239650,6000000000000000000000,0
23,Deposit,105,31,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41532252,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,102440094765544714321,130711687670201935847466,0
24,Deposit,146,32,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41533608,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,58787508762516266595,75000000000000000000000,0
25,Deposit,628,85,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41613694,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,31297712182694545084,40000000000000000000000,0
26,Deposit,266,80,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41644474,0xb63eF914c61907e070a2e49d1EE0Ad9e613Deb5f,0xb63eF914c61907e070a2e49d1EE0Ad9e613Deb5f,2348363047370209,3000000000000000000,0
27,Deposit,424,126,0x9ff3C1390300918B40714fD464A39699dDd9Fe00,41649296,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,0x3faBe6F79f5119336886bbbDfc0B0853DC831919,20281466214842601402,25992537155200836103188,0
